  longitude  | latitude  |        speed         
 -122.506677 |  45.49705 |                 13.8
 -122.507515 | 45.497268 |                 13.8
  -122.50835 | 45.497487 |                 13.8
 -122.509163 | 45.497708 |                 13.4
 -122.509857 | 45.497897 |                 11.2
 -122.510302 | 45.498015 |                  6.8
 -122.510475 | 45.498062 |                 0.75
 -122.510908 | 45.498178 |                  7.6
 -122.511583 | 45.498355 |                 11.4
 -122.512355 | 45.498547 |                 12.8
 -122.513152 |  45.49874 |                   13
 -122.513968 |  45.49895 |                 13.6
   -122.5148 | 45.499168 |                 13.6
 -122.515663 |  45.49924 |                 13.6
  -122.51651 |   45.4991 |                 13.4
 -122.517357 | 45.498952 |                 13.4
  -122.51821 | 45.498803 |                 13.6
 -122.519065 | 45.498655 |                 13.8
 -122.519922 | 45.498508 |                 13.6
 -122.520765 | 45.498362 |                 13.4
 -122.522417 | 45.498102 |                   13
 -122.523178 | 45.497968 |                   12
 -122.523775 | 45.497893 |                  8.8
 -122.524282 | 45.497782 |   1.2285714285714286
 -122.524922 | 45.497663 |                 10.6
 -122.525668 | 45.497587 |                 14.5
 -122.526287 | 45.497582 |                    9
 -122.526533 | 45.497578 |                    3
 -122.527452 |  45.49752 |                 3.12
   -122.5282 | 45.497487 |                 11.8
  -122.52899 | 45.497453 |                 12.2
 -122.529717 | 45.497425 |                   11
 -122.530227 | 45.497425 |                  7.2
  -122.53033 | 45.497423 |                    1
 -122.531305 | 45.497358 |                  4.2
 -122.532125 | 45.497328 |                 12.8
 -122.532965 | 45.497297 |                 12.8
 -122.533765 |  45.49727 |                 12.4
 -122.534512 | 45.497247 |                 11.4
 -122.535207 | 45.497213 |                 10.8
  -122.53586 | 45.497178 |                  9.8
 -122.536413 | 45.497145 |                  8.4
 -122.536728 |  45.49713 |                  4.2
 -122.536802 | 45.497127 |                  0.8
 -122.536802 | 45.497127 |                    0
 -122.536802 | 45.497127 |                    0
 -122.536997 |  45.49712 |                    4
 -122.537522 | 45.497113 |                  8.2
 -122.537967 | 45.497143 |                  6.6
 -122.538768 | 45.497088 |   1.0153846153846153
 -122.539522 | 45.497052 |                   12
  -122.54035 | 45.497013 |                   13
 -122.542025 | 45.496967 |                 12.9
 -122.542863 |  45.49694 |                   13
 -122.543712 | 45.496907 |                 13.2
 -122.544563 | 45.496847 |                 13.2
 -122.545402 |  45.49678 |                   13
 -122.546195 | 45.496723 |                 12.2
 -122.546915 | 45.496677 |                   11
 -122.547475 | 45.496637 |                  8.4
 -122.548037 | 45.496612 |                  8.8
 -122.548502 | 45.496605 |                  6.4
 -122.548592 |   45.4966 |                  0.8
 -122.549478 | 45.496488 |                2.125
 -122.550273 |  45.49642 |                 12.2
 -122.551117 |  45.49635 |                 15.8
 -122.552853 | 45.496217 |                 12.2
  -122.55374 | 45.496148 |                 13.8
  -122.55463 | 45.496087 |                   14
 -122.555503 | 45.496023 |                 13.6
 -122.557253 | 45.495868 |                 13.6
 -122.558952 | 45.495748 |                 13.2
 -122.559712 | 45.495897 |                 12.4
 -122.560268 |  45.49606 |                  9.4
 -122.560518 | 45.496132 |                  4.4
 -122.560857 | 45.496227 |                  5.4
 -122.561282 | 45.496348 |                  7.2
 -122.561798 | 45.496495 |                  8.6
 -122.562357 | 45.496652 |                  9.2
 -122.562918 | 45.496813 |                  9.4
  -122.56352 | 45.497002 |                 10.2
 -122.563893 | 45.497125 |                  6.6
  -122.56432 | 45.497233 |                 1.75
 -122.564568 | 45.497302 |  0.26666666666666666
 -122.565133 |  45.49742 |                  9.2
  -122.56577 | 45.497453 |                  9.8
 -122.566432 |  45.49746 |                 10.4
 -122.567142 | 45.497468 |                   11
 -122.567873 | 45.497468 |                 11.2
 -122.568553 | 45.497483 |                 10.4
 -122.568998 | 45.497498 |                    7
  -122.56962 | 45.497457 |                  1.6
 -122.570283 |  45.49746 |                 10.2
 -122.571025 | 45.497462 |                 11.4
 -122.571783 | 45.497465 |                 11.8
 -122.572552 | 45.497465 |                 11.8
 -122.573297 | 45.497468 |                 11.6
 -122.574033 |  45.49747 |                 11.4
 -122.574788 |  45.49747 |                 11.6
  -122.57555 | 45.497473 |                 11.8
 -122.576277 | 45.497475 |                 11.2
 -122.576942 | 45.497475 |                 10.2
 -122.577468 | 45.497478 |                  8.2
 -122.577802 | 45.497482 |                  5.2
 -122.577897 |  45.49748 |                  1.4
 -122.577942 | 45.497478 |  0.13333333333333333
 -122.578283 | 45.497478 |                  5.2
 -122.578732 | 45.497492 |                    7
  -122.57911 | 45.497517 |                  5.8
 -122.580285 | 45.497485 |   0.5575757575757576
 -122.580965 | 45.497483 |                 10.6
 -122.581625 | 45.497487 |                   10
 -122.582077 | 45.497518 |                    7
 -122.583197 | 45.497493 |    2.933333333333333
 -122.583922 | 45.497495 |                 11.2
 -122.584667 | 45.497493 |                 11.4
 -122.585418 | 45.497495 |                 11.6
  -122.58616 | 45.497495 |                 11.6
 -122.586897 | 45.497495 |                 11.2
 -122.587637 | 45.497495 |                 11.6
  -122.58834 | 45.497497 |                 10.8
 -122.588978 | 45.497498 |                  9.8
 -122.589573 | 45.497492 |                  9.2
  -122.59071 | 45.497472 |                  8.8
 -122.591227 | 45.497472 |                    8
 -122.591867 | 45.497478 |                  9.8
 -122.592585 | 45.497507 |                 11.2
 -122.593353 | 45.497512 |                   12
 -122.594133 | 45.497512 |                   12
 -122.594933 | 45.497515 |                 12.4
  -122.59573 | 45.497518 |                 12.2
 -122.596365 | 45.497525 |                  9.6
 -122.596552 | 45.497527 |                 0.56
 -122.596965 | 45.497528 |                  6.6
 -122.598343 | 45.497537 |                 10.7
 -122.599015 | 45.497538 |                 10.4
 -122.599612 | 45.497562 |                  7.5
 -122.600385 | 45.497547 |   1.6486486486486487
 -122.601077 | 45.497548 |                 10.8
 -122.601797 | 45.497547 |                 11.2
 -122.602462 |  45.49755 |                 10.2
 -122.602882 | 45.497578 |                  6.2
 -122.603428 |  45.49755 |                  2.2
 -122.604117 |  45.49755 |                 10.8
  -122.60487 |  45.49755 |                 11.6
 -122.605625 | 45.497552 |                 11.6
  -122.60636 | 45.497553 |                 11.4
 -122.607083 | 45.497553 |                 11.2
 -122.607797 | 45.497553 |                   11
 -122.608483 | 45.497555 |                 10.6
 -122.609083 | 45.497568 |                    9
 -122.609453 |  45.49759 |                  5.4
 -122.610097 | 45.497565 |   1.6666666666666667
 -122.610202 | 45.497563 |                  0.2
 -122.610252 | 45.497562 |                  0.8
 -122.610253 | 45.497562 |                    0
 -122.610253 | 45.497562 |                    0
 -122.610378 | 45.497562 |                  2.2
 -122.610697 |  45.49756 |                    5
 -122.611113 | 45.497572 |                  6.6
 -122.611587 | 45.497597 |                  7.4
 -122.612085 | 45.497605 |                  7.6
 -122.612347 | 45.497608 |                  3.4
 -122.613043 | 45.497603 |                  2.9
  -122.61367 | 45.497605 |                  9.6
 -122.614335 | 45.497607 |                 10.4
  -122.61503 | 45.497607 |                 10.8
 -122.616472 |  45.49761 |                 11.1
 -122.617165 | 45.497608 |                 10.6
 -122.617847 |  45.49761 |                 10.6
 -122.618523 |  45.49761 |                 10.4
 -122.619227 | 45.497603 |                   11
  -122.61989 | 45.497575 |                   10
 -122.620418 |  45.49755 |                    8
  -122.62097 | 45.497513 |                  8.8
 -122.621587 | 45.497472 |                  9.6
 -122.622212 | 45.497428 |                  9.6
 -122.622738 | 45.497412 |                  7.8
 -122.623022 | 45.497402 |                    4
 -122.623143 | 45.497388 |               0.1375
 -122.623597 | 45.497335 |                  7.4
 -122.624202 | 45.497282 |                  9.6
 -122.624848 | 45.497215 |                   10
 -122.625507 | 45.497162 |                 10.4
  -122.62619 | 45.497113 |                 10.6
 -122.626883 | 45.497065 |                 10.8
 -122.627587 | 45.497017 |                   11
 -122.628265 |  45.49697 |                 10.4
 -122.628852 |  45.49693 |                  8.8
  -122.62915 | 45.496913 |                    4
 -122.629607 |  45.49688 |                 0.78
 -122.630155 | 45.496845 |                  8.6
 -122.630758 | 45.496847 |                  9.4
 -122.631362 | 45.496865 |                  9.2
 -122.631863 | 45.496878 |                  7.2
 -122.631955 | 45.496882 |                    1
 -122.632167 | 45.496883 |                    4
 -122.632682 | 45.496928 |                  8.2
 -122.633268 |    45.497 |                  9.2
 -122.633897 | 45.497075 |                   10
 -122.634517 |  45.49715 |                  9.6
 -122.635077 |  45.49725 |                  8.8
 -122.635575 | 45.497387 |                  8.2
 -122.636063 |  45.49752 |                    8
  -122.63655 | 45.497653 |                  8.2
